theta,energy
0,1
0.031415926535897934,0.9995065603657316
0.06283185307179587,0.9980267284282717
0.09424777960769379,0.9955619646030801
0.12566370614359174,0.9921147013144778
0.15707963267948966,0.9876883405951378
0.18849555921538758,0.9822872507286886
0.21991148575128552,0.9759167619387474
0.25132741228718347,0.9685831611286312
0.2827433388230814,0.9602936856769431
0.3141592653589793,0.9510565162951536
0.34557519189487723,0.9408807689542256
0.37699111843077515,0.9297764858882515
0.4084070449666731,0.917754625683981
0.43982297150257105,0.9048270524660196
0.4712388980384689,0.891006524188368
0.5026548245743669,0.8763066800438635
0.5340707511102649,0.8607420270039436
0.5654866776461628,0.8443279255020151
0.5969026041820606,0.8270805742745617
0.6283185307179586,0.8090169943749475
0.6597344572538566,0.7901550123756904
0.6911503837897545,0.7705132427757893
0.7225663103256523,0.7501110696304597
0.7539822368615503,0.7289686274214117
0.7853981633974483,0.7071067811865475
0.8168140899333463,0.6845471059286887
0.8482300164692441,0.6613118653236519
0.8796459430051421,0.6374239897486897
0.9110618695410401,0.6129070536529766
0.9424777960769378,0.5877852522924732
0.9738937226128358,0.5620833778521308
1.0053096491487339,0.5358267949789965
1.0367255756846319,0.5090414157503711
1.0681415022205298,0.4817536741017152
1.0995574287564276,0.45399049973954697
1.1309733552923256,0.4257792915650726
1.1623892818282235,0.3971478906347806
1.1938052083641213,0.368124552684678
1.2252211349000193,0.3387379202452915
1.2566370614359172,0.30901699437494745
1.288052987971815,0.27899110603922955
1.3194689145077132,0.24868988716485485
1.350884841043611,0.21814324139654273
1.382300767579509,0.18738131458572474
1.413716694115407,0.1564344650402309
1.4451326206513047,0.12533323356430442
1.4765485471872029,0.09410831331851438
1.5079644737231006,0.06279051952931353
1.5393804002589986,0.0314107590781284
1.5707963267948966,0.0000000000000002220446049250313
1.6022122533307945,-0.03141075907812829
1.6336281798666925,-0.06279051952931353
1.6650441064025905,-0.09410831331851449
1.6964600329384882,-0.12533323356430423
1.7278759594743862,-0.1564344650402309
1.7592918860102842,-0.18738131458572455
1.790707812546182,-0.2181432413965425
1.8221237390820801,-0.24868988716485485
1.853539665617978,-0.278991106039229
1.8849555921538756,-0.3090169943749472
1.9163715186897738,-0.33873792024529137
1.9477874452256716,-0.3681245526846777
1.9792033717615698,-0.39714789063478073
2.0106192982974678,-0.4257792915650727
2.0420352248333655,-0.45399049973954675
2.0734511513692637,-0.4817536741017154
2.1048670779051615,-0.5090414157503713
2.1362830044410597,-0.5358267949789969
2.1676989309769574,-0.5620833778521308
2.199114857512855,-0.587785252292473
2.2305307840487534,-0.6129070536529766
2.261946710584651,-0.6374239897486897
2.293362637120549,-0.6613118653236516
2.324778563656447,-0.6845471059286887
2.356194490192345,-0.7071067811865475
2.3876104167282426,-0.7289686274214113
2.419026343264141,-0.7501110696304596
2.4504422698000385,-0.7705132427757891
2.4818581963359367,-0.7901550123756904
2.5132741228718345,-0.8090169943749475
2.5446900494077322,-0.8270805742745617
2.57610597594363,-0.8443279255020149
2.6075219024795286,-0.8607420270039439
2.6389378290154264,-0.8763066800438637
2.670353755551324,-0.8910065241883678
2.701769682087222,-0.9048270524660194
2.7331856086231197,-0.917754625683981
2.764601535159018,-0.9297764858882513
2.796017461694916,-0.9408807689542256
2.827433388230814,-0.9510565162951536
2.8588493147667116,-0.9602936856769431
2.8902652413026093,-0.9685831611286311
2.9216811678385075,-0.9759167619387474
2.9530970943744057,-0.9822872507286886
2.9845130209103035,-0.9876883405951378
3.015928947446201,-0.9921147013144778
3.0473448739820994,-0.9955619646030801
3.078760800517997,-0.9980267284282714
3.1101767270538954,-0.9995065603657316
3.141592653589793,-1
3.173008580125691,-0.9995065603657316
3.204424506661589,-0.9980267284282717
3.235840433197487,-0.9955619646030801
3.267256359733385,-0.9921147013144778
3.2986722862692828,-0.9876883405951378
3.330088212805181,-0.9822872507286886
3.3615041393410787,-0.9759167619387474
3.3929200658769765,-0.9685831611286312
3.4243359924128742,-0.9602936856769433
3.4557519189487724,-0.9510565162951536
3.4871678454846706,-0.9408807689542253
3.5185837720205684,-0.9297764858882515
3.549999698556466,-0.9177546256839813
3.581415625092364,-0.9048270524660198
3.6128315516282625,-0.8910065241883678
3.6442474781641603,-0.8763066800438635
3.675663404700058,-0.8607420270039436
3.707079331235956,-0.8443279255020151
3.7384952577718535,-0.827080574274562
3.7699111843077513,-0.8090169943749479
3.80132711084365,-0.7901550123756902
3.8327430373795477,-0.7705132427757893
3.8641589639154454,-0.7501110696304597
3.895574890451343,-0.7289686274214118
3.926990816987241,-0.7071067811865479
3.9584067435231396,-0.6845471059286886
3.9898226700590373,-0.6613118653236519
4.0212385965949355,-0.6374239897486895
4.052654523130833,-0.6129070536529766
4.084070449666731,-0.5877852522924732
4.115486376202629,-0.5620833778521308
4.1469023027385274,-0.5358267949789963
4.178318229274425,-0.5090414157503711
4.209734155810323,-0.4817536741017152
4.241150082346221,-0.45399049973954697
4.272566008882119,-0.42577929156507216
4.303981935418017,-0.3971478906347803
4.335397861953915,-0.3681245526846777
4.366813788489813,-0.33873792024529137
4.39822971502571,-0.3090169943749476
4.429645641561608,-0.27899110603922955
4.461061568097507,-0.24868988716485457
4.4924774946334045,-0.2181432413965423
4.523893421169302,-0.18738131458572455
4.5553093477052,-0.15643446504023117
4.586725274241098,-0.1253332335643047
4.618141200776996,-0.09410831331851383
4.649557127312894,-0.06279051952931315
4.680973053848792,-0.03141075907812829
4.71238898038469,-0.0000000000000002220446049250313
4.743804906920587,0.031410759078127966
4.775220833456485,0.06279051952931286
4.806636759992384,0.09410831331851449
4.838052686528282,0.12533323356430423
4.869468613064179,0.15643446504023056
4.900884539600077,0.18738131458572432
4.932300466135975,0.218143241396542
4.9637163926718735,0.24868988716485485
4.995132319207771,0.2789911060392294
5.026548245743669,0.3090169943749472
5.057964172279567,0.3387379202452911
5.0893800988154645,0.3681245526846776
5.120796025351362,0.39714789063478
5.15221195188726,0.42577929156507194
5.183627878423158,0.4539904997395458
5.215043804959057,0.48175367410171566
5.246459731494955,0.5090414157503715
5.277875658030853,0.5358267949789968
5.3092915845667505,0.5620833778521307
5.340707511102648,0.5877852522924729
5.372123437638546,0.6129070536529762
5.403539364174444,0.6374239897486893
5.434955290710342,0.6613118653236514
5.466371217246239,0.6845471059286878
5.497787143782137,0.7071067811865468
5.529203070318036,0.7289686274214113
5.560618996853934,0.7501110696304598
5.592034923389832,0.7705132427757893
5.62345084992573,0.7901550123756902
5.654866776461628,0.8090169943749472
5.686282702997525,0.8270805742745616
5.717698629533423,0.8443279255020146
5.749114556069321,0.8607420270039432
5.780530482605219,0.876306680043863
5.811946409141117,0.8910065241883678
5.843362335677015,0.9048270524660194
5.874778262212914,0.9177546256839814
5.906194188748811,0.9297764858882515
5.937610115284709,0.9408807689542253
5.969026041820607,0.9510565162951534
6.000441968356505,0.9602936856769431
6.031857894892402,0.9685831611286311
6.0632738214283,0.9759167619387472
6.094689747964199,0.9822872507286886
6.126105674500097,0.9876883405951378
6.157521601035994,0.9921147013144778
6.188937527571892,0.99556196460308
6.220353454107791,0.9980267284282717
6.2517693806436885,0.9995065603657316
6.283185307179586,1
